employee_id,job_title,department,start_date,end_date,salary,bonus,benefits,salary_type,currency
606,Pharmacist,198,10/21/2009,9/28/2009,52617.35,31831.63,retirement plan,salary,EUR
199,Editor,526,12/20/2017,8/15/2007,48917.97,14641.39,health insurance,salary,EUR
453,Operator,229,4/10/2007,9/10/2022,36939.47,3105.94,retirement plan,salary,CNY
710,Actuary,235,3/5/2008,2/26/2013,196274.45,14396.98,paid time off,salary,CNY
453,Mechanical Systems Engineer,223,12/9/2003,1/29/2016,142921.36,28153.66,paid time off,salary,RUB
738,General Manager,206,10/16/2006,8/6/2008,62548.32,1814.26,retirement plan,hourly,CZK
490,Programmer III,203,11/17/2015,1/6/2017,154850.79,38785.76,retirement plan,salary,CNY
840,Paralegal,381,11/15/2017,6/26/2021,196803.4,30404.09,paid time off,hourly,CNY
282,Quality Engineer,198,12/24/2009,10/29/2002,90229.74,47725.89,paid time off,hourly,IDR
863,Graphic Designer,557,12/2/2003,12/9/2019,187426.38,23646.78,retirement plan,salary,HNL
853,Marketing Assistant,770,11/30/2007,3/31/2014,32792.15,22268.02,paid time off,hourly,EUR
916,Sales Associate,314,12/18/2017,3/13/2006,64169.89,20265.36,paid time off,hourly,RUB
204,Mechanical Systems Engineer,728,11/23/2011,6/11/2020,158113.96,23090.23,paid time off,salary,SEK
875,Human Resources Manager,270,7/5/2018,2/15/2007,27907.67,37970.33,retirement plan,salary,EUR
18,Account Coordinator,721,1/21/2015,6/9/2000,112186.84,43522.57,health insurance,hourly,RUB
465,Administrative Assistant IV,151,6/3/2008,11/2/2006,76729.17,37900.74,health insurance,salary,EUR
432,Data Coordinator,599,3/15/2012,12/23/2011,64249.3,20802.9,paid time off,hourly,CNY
855,Software Engineer I,915,5/20/2004,4/26/2002,137201.28,23569.32,paid time off,salary,MAD
517,Accountant IV,236,8/30/2022,4/16/2006,81252.0,2520.51,retirement plan,hourly,PHP
159,Budget/Accounting Analyst III,459,10/25/2003,11/12/2007,142327.83,27406.1,retirement plan,hourly,VND
963,Programmer I,711,3/13/2011,3/6/2009,110584.45,20229.94,health insurance,salary,PGK
309,Business Systems Development Analyst,976,10/31/2018,6/12/2011,54162.92,22726.73,health insurance,salary,IDR
348,Structural Analysis Engineer,798,8/7/2012,5/15/2004,88911.03,43091.09,health insurance,salary,EUR
709,Paralegal,223,11/2/2002,9/6/2016,105159.77,46945.43,retirement plan,hourly,PLN
640,Sales Representative,397,9/5/2022,1/22/2018,178537.06,6829.0,health insurance,hourly,TND
533,Structural Analysis Engineer,330,4/24/2014,5/24/2010,127206.07,28962.36,retirement plan,hourly,UAH
280,Automation Specialist IV,28,2/15/2005,8/16/2021,83934.16,1104.99,paid time off,hourly,CNY
755,Payment Adjustment Coordinator,615,5/14/2015,5/21/2017,178578.29,31037.88,retirement plan,hourly,UGX
410,Assistant Professor,962,3/7/2015,11/3/2013,117899.5,29313.79,health insurance,salary,PHP
456,Operator,464,9/1/2002,10/15/2000,105438.74,34637.54,health insurance,salary,SEK
124,Research Nurse,785,5/9/2000,12/27/2011,65369.85,41673.03,retirement plan,salary,TJS
798,Safety Technician II,862,6/13/2009,9/20/2005,85614.31,5278.26,retirement plan,hourly,TZS
413,Design Engineer,651,12/21/2014,6/21/2015,189946.99,46931.0,paid time off,salary,IDR
426,Paralegal,778,1/28/2012,1/29/2003,159171.0,45770.54,retirement plan,hourly,EUR
485,VP Product Management,75,2/13/2016,2/6/2011,44021.87,30847.45,health insurance,salary,PYG
295,Help Desk Operator,692,1/5/2000,1/22/2011,191286.46,16906.84,health insurance,salary,EUR
633,Research Nurse,596,8/20/2011,8/3/2020,148768.16,20552.25,paid time off,salary,BRL
715,Programmer Analyst II,297,3/25/2017,5/12/2006,129581.03,5946.05,retirement plan,hourly,USD
142,Cost Accountant,81,4/13/2019,9/11/2013,29067.7,13075.66,health insurance,hourly,EUR
37,Recruiting Manager,358,3/4/2001,11/25/2012,137929.53,41266.73,paid time off,hourly,EUR
585,Senior Editor,977,11/17/2014,9/17/2001,173670.66,46662.58,paid time off,hourly,ARS
89,Graphic Designer,148,11/17/2019,5/7/2016,135866.67,47386.88,retirement plan,hourly,UAH
559,Human Resources Manager,909,4/27/2021,8/7/2011,125618.78,44659.41,retirement plan,hourly,CNY
844,Physical Therapy Assistant,24,10/28/2007,4/23/2011,131494.0,33191.64,health insurance,salary,EUR
960,Sales Associate,981,1/13/2020,10/7/2004,55669.54,27309.29,retirement plan,hourly,CAD
847,VP Sales,579,12/13/2001,12/2/2021,83265.52,32256.12,retirement plan,salary,HNL
488,Assistant Media Planner,890,6/19/2001,12/19/2019,103553.29,31973.84,retirement plan,salary,MNT
669,Accountant I,47,5/17/2009,3/7/2015,25646.58,30786.08,health insurance,salary,EUR
726,Social Worker,478,6/15/2001,5/12/2018,130931.85,9612.17,health insurance,hourly,CNY
424,Staff Accountant II,241,4/24/2000,8/3/2022,99385.09,26.77,health insurance,salary,SEK
805,Design Engineer,45,8/14/2018,2/17/2009,173208.51,25020.77,retirement plan,salary,THB
168,Professor,4,7/6/2020,2/6/2004,159625.28,29987.23,health insurance,salary,KES
795,VP Product Management,215,12/8/2005,2/13/2007,137609.54,46463.9,health insurance,hourly,CAD
414,Research Nurse,165,11/18/2021,2/6/2013,38871.94,39745.32,health insurance,hourly,CNY
649,Recruiter,196,1/17/2014,12/29/2002,75213.49,16715.29,health insurance,salary,PHP
715,Sales Representative,498,3/30/2013,1/23/2019,47949.69,23.75,health insurance,salary,CNY
352,Environmental Tech,10,8/28/2016,10/12/2019,34321.32,49912.41,paid time off,hourly,CZK
865,Speech Pathologist,112,7/10/2011,5/3/2002,137215.49,35364.44,health insurance,hourly,RUB
632,Senior Financial Analyst,125,9/21/2012,7/21/2011,192380.24,25580.97,health insurance,salary,RSD
614,Programmer Analyst IV,557,1/20/2004,2/29/2008,129818.73,837.5,retirement plan,hourly,CNY
578,Web Designer II,938,12/23/2002,8/17/2022,27330.29,29508.73,paid time off,hourly,EUR
782,Assistant Professor,839,8/30/2001,5/28/2015,103669.74,25140.74,health insurance,hourly,CNY
982,Senior Editor,187,9/21/2014,9/25/2004,57985.7,25372.69,health insurance,salary,IDR
559,Speech Pathologist,378,10/24/2005,3/10/2015,170631.14,44835.13,paid time off,hourly,IDR
320,Editor,74,7/27/2022,8/8/2010,49365.62,3363.27,paid time off,salary,CNY
481,Help Desk Operator,911,10/15/2015,4/3/2015,189316.13,18713.7,health insurance,hourly,CNY
398,Marketing Assistant,967,2/19/2004,10/7/2009,168104.83,2018.43,paid time off,hourly,SDG
809,Speech Pathologist,946,7/14/2000,4/21/2006,71597.79,20686.89,retirement plan,salary,BAM
773,Civil Engineer,663,7/14/2012,7/11/2000,113707.69,49323.74,health insurance,salary,PLN
905,Electrical Engineer,419,3/14/2021,10/11/2014,117067.47,32891.29,health insurance,hourly,CZK
145,General Manager,408,2/19/2016,9/4/2022,97301.9,26217.82,paid time off,hourly,IDR
411,Office Assistant IV,265,9/30/2004,10/7/2019,140270.62,14726.58,health insurance,hourly,EUR
250,Engineer III,503,8/2/2016,8/2/2008,162423.96,394.29,retirement plan,hourly,IDR
857,Account Representative III,175,10/20/2020,6/15/2010,117279.09,17097.29,health insurance,salary,IDR
605,Physical Therapy Assistant,274,6/10/2000,4/8/2003,195795.58,2132.52,health insurance,salary,CNY
76,GIS Technical Architect,360,3/27/2019,6/28/2011,154600.13,47968.45,health insurance,hourly,IDR
547,Statistician I,415,6/18/2008,11/26/2019,137461.77,25296.62,retirement plan,hourly,EUR
551,Associate Professor,8,8/1/2006,1/7/2022,120472.08,28172.18,health insurance,salary,MGA
404,Nuclear Power Engineer,821,6/25/2013,1/4/2002,168540.31,42607.69,retirement plan,salary,CNY
705,Senior Cost Accountant,500,12/19/2016,11/20/2015,22582.36,39175.08,retirement plan,salary,IDR
220,Actuary,548,4/12/2006,8/30/2007,163591.12,37434.43,paid time off,hourly,RUB
342,Director of Sales,909,6/17/2008,5/9/2013,159195.71,12478.5,health insurance,salary,CNY
872,Administrative Officer,764,2/18/2007,2/22/2006,114291.48,618.46,retirement plan,salary,SEK
847,Electrical Engineer,20,9/24/2018,10/26/2018,188242.53,14929.91,retirement plan,salary,EUR
214,VP Accounting,605,5/22/2015,7/19/2015,76533.4,21526.1,paid time off,hourly,USD
692,Database Administrator III,64,3/17/2016,5/28/2017,167057.08,6216.26,retirement plan,hourly,IDR
91,Help Desk Operator,600,12/16/2012,11/9/2020,76421.64,149.64,paid time off,hourly,EUR
423,Registered Nurse,542,12/14/2020,8/17/2017,97610.58,28810.33,paid time off,salary,PHP
149,Professor,420,9/17/2020,5/24/2016,122911.91,42321.91,retirement plan,hourly,IDR
918,Nurse Practicioner,680,6/19/2021,9/25/2001,190787.48,36695.98,health insurance,hourly,BRL
853,Senior Developer,441,6/18/2004,9/3/2006,100372.87,944.77,health insurance,hourly,RSD
534,Health Coach IV,808,12/26/2014,11/6/2010,108870.63,4456.08,health insurance,salary,CNY
470,Project Manager,485,1/29/2006,3/5/2019,46183.89,35103.41,retirement plan,hourly,CNY
763,Assistant Professor,379,7/23/2010,2/8/2004,137415.64,674.01,health insurance,salary,UYU
711,Assistant Manager,740,3/5/2004,3/28/2017,173031.74,16738.66,retirement plan,hourly,COP
242,Payment Adjustment Coordinator,532,1/25/2000,2/11/2009,81164.98,8097.6,paid time off,hourly,CNY
918,Information Systems Manager,576,5/30/2001,3/17/2006,98414.87,48901.99,health insurance,hourly,VND
997,Internal Auditor,663,5/9/2014,8/16/2021,192793.24,1032.55,paid time off,hourly,RUB
369,Chief Design Engineer,223,1/15/2019,7/24/2006,112809.9,28621.27,health insurance,salary,PEN
12,Administrative Officer,321,10/16/2001,7/9/2003,184983.09,46357.33,paid time off,hourly,EUR
74,Web Developer IV,404,11/21/2002,8/7/2006,26093.03,44981.22,health insurance,hourly,CLP
453,Research Assistant II,547,9/23/2010,4/13/2011,21939.3,38772.98,retirement plan,hourly,SYP
136,Web Designer II,898,4/20/2003,3/24/2010,34863.37,1494.13,health insurance,salary,RUB
436,Actuary,414,6/27/2010,4/9/2002,149092.5,3914.93,retirement plan,hourly,SAR
122,Electrical Engineer,491,2/24/2004,12/14/2008,37943.73,24893.27,health insurance,salary,IDR
446,Software Consultant,983,2/29/2012,6/16/2007,145090.86,6325.16,health insurance,hourly,SEK
901,Civil Engineer,951,9/28/2016,1/9/2002,114471.07,38993.34,health insurance,hourly,NGN
698,Technical Writer,886,10/15/2000,8/5/2010,101370.43,15246.11,health insurance,salary,XAF
114,Staff Accountant II,672,2/13/2011,8/7/2007,88598.47,16779.01,paid time off,hourly,CNY
335,Structural Engineer,268,2/2/2018,10/12/2009,145980.0,17379.75,health insurance,salary,ARS
206,Associate Professor,131,5/14/2018,5/15/2008,54183.3,38756.41,health insurance,salary,IDR
20,Staff Accountant I,431,1/29/2008,10/6/2018,188736.39,20220.21,retirement plan,hourly,NZD
990,Dental Hygienist,967,7/26/2005,4/21/2001,131899.48,563.02,retirement plan,salary,CNY
119,Software Test Engineer IV,966,4/5/2018,5/25/2020,68704.69,36670.9,paid time off,salary,IDR
838,Quality Engineer,705,11/28/2022,1/16/2015,73832.78,13091.27,paid time off,hourly,CAD
914,Legal Assistant,75,12/14/2005,7/22/2005,101058.43,32284.0,paid time off,hourly,PHP
785,Nurse Practicioner,555,7/20/2001,11/25/2019,54066.83,15225.06,health insurance,hourly,MGA
105,Financial Advisor,99,12/24/2017,1/14/2005,171892.78,22353.99,paid time off,salary,RUB
71,Design Engineer,979,10/17/2017,6/14/2012,31318.54,49031.9,paid time off,hourly,MAD
272,Sales Associate,864,9/25/2012,2/13/2002,91528.16,35946.11,health insurance,salary,YER
645,Account Coordinator,557,9/25/2000,8/12/2003,168640.41,43959.1,health insurance,salary,ARS
187,Account Coordinator,848,8/19/2020,4/26/2015,24439.13,26751.68,paid time off,salary,ARS
591,Design Engineer,441,1/14/2006,12/7/2010,130247.83,35316.54,health insurance,hourly,USD
131,Senior Sales Associate,614,8/1/2020,10/29/2014,59320.67,46517.95,paid time off,salary,RUB
15,VP Product Management,641,11/17/2008,2/8/2017,185459.66,26900.67,retirement plan,hourly,PLN
10,Graphic Designer,188,3/7/2013,2/24/2019,154430.08,45604.37,health insurance,salary,EUR
364,Quality Engineer,453,11/24/2006,8/18/2013,120076.86,32925.03,paid time off,salary,RUB
396,Help Desk Technician,292,11/17/2002,3/27/2015,87531.44,23736.86,health insurance,hourly,IDR
999,VP Product Management,280,2/27/2010,4/17/2017,28069.23,43341.01,paid time off,hourly,MXN
323,Health Coach I,105,9/10/2001,7/8/2017,121864.69,44099.83,health insurance,salary,RUB
284,Physical Therapy Assistant,349,12/21/2022,10/4/2013,45481.26,30427.5,retirement plan,hourly,PKR
394,Food Chemist,461,12/25/2020,11/2/2006,185482.93,5205.03,retirement plan,salary,PLN
594,Nuclear Power Engineer,103,4/2/2007,7/6/2022,180733.46,16148.13,paid time off,salary,PLN
174,Assistant Media Planner,922,6/21/2006,1/19/2015,137864.74,21640.1,health insurance,salary,KZT
576,Developer II,937,12/8/2001,11/3/2002,198490.01,26720.72,health insurance,hourly,IDR
818,Food Chemist,979,10/30/2022,6/2/2007,92220.75,13167.78,health insurance,salary,MAD
830,Nuclear Power Engineer,636,6/11/2012,4/10/2011,60668.21,5566.56,health insurance,salary,PLN
919,Administrative Officer,912,4/23/2004,1/27/2019,34651.28,22505.51,health insurance,hourly,IDR
381,Compensation Analyst,258,11/4/2012,6/6/2017,162530.18,21797.52,retirement plan,salary,PHP
912,Office Assistant III,951,7/27/2014,3/10/2005,82476.11,30388.98,health insurance,salary,NOK
819,Librarian,672,9/10/2006,1/17/2012,23910.84,28878.16,health insurance,salary,USD
999,Recruiting Manager,220,1/5/2019,9/9/2020,158612.27,47748.91,retirement plan,hourly,EUR
733,Software Test Engineer IV,475,9/18/2016,10/7/2021,187612.94,12358.52,paid time off,hourly,NOK
939,Research Assistant II,63,11/24/2022,5/13/2014,33129.95,19414.93,paid time off,salary,CNY
471,Media Manager III,227,2/12/2022,8/17/2008,193649.35,32259.43,health insurance,salary,EUR
427,Pharmacist,867,1/28/2021,2/7/2004,86636.17,5631.64,health insurance,salary,EUR
89,Environmental Specialist,326,12/30/2014,1/28/2017,48739.85,44942.73,retirement plan,hourly,USD
842,Tax Accountant,330,10/16/2009,5/24/2019,26626.26,4203.33,health insurance,hourly,CNY
793,VP Quality Control,663,9/24/2016,1/3/2002,189464.2,11526.91,paid time off,salary,CZK
421,Senior Editor,821,12/30/2018,4/28/2006,145722.36,33739.34,retirement plan,salary,RUB
441,Information Systems Manager,215,5/27/2022,8/13/2013,33498.06,45008.19,retirement plan,salary,EGP
903,Teacher,786,6/21/2012,1/31/2001,191975.88,12599.82,retirement plan,salary,ILS
649,Nurse,681,1/30/2006,11/30/2002,191191.67,25233.31,health insurance,hourly,ZAR
209,Information Systems Manager,786,4/27/2003,4/13/2010,34576.4,38145.16,health insurance,hourly,AZN
514,GIS Technical Architect,239,9/13/2011,5/7/2004,42640.22,39211.72,retirement plan,hourly,USD
807,Recruiter,979,11/5/2021,6/3/2003,54818.18,6979.02,health insurance,salary,PHP
341,Help Desk Operator,114,10/6/2009,6/18/2019,174770.07,48517.7,retirement plan,hourly,KRW
552,Teacher,323,9/6/2012,12/21/2018,101643.75,31628.47,retirement plan,salary,BRL
167,Tax Accountant,999,2/4/2009,1/31/2013,133781.25,39982.1,retirement plan,hourly,IDR
141,Programmer Analyst I,721,9/14/2005,5/2/2004,69099.77,37764.27,paid time off,hourly,CNY
172,Registered Nurse,738,2/21/2016,8/30/2019,100953.36,46092.89,health insurance,salary,EUR
2,Editor,544,3/20/2022,5/28/2013,57262.44,9342.24,paid time off,hourly,HRK
292,Electrical Engineer,216,5/13/2022,1/25/2011,143959.61,35732.68,health insurance,salary,PLN
793,Web Developer II,172,7/5/2002,1/20/2020,60829.08,35735.38,retirement plan,salary,SEK
383,Desktop Support Technician,778,7/14/2010,9/8/2001,194451.73,38280.62,health insurance,salary,BRL
284,Senior Sales Associate,401,3/9/2020,3/1/2017,43728.57,18807.2,retirement plan,hourly,BRL
372,Dental Hygienist,886,5/2/2020,10/19/2022,116078.68,13577.46,health insurance,hourly,EUR
228,Pharmacist,372,9/17/2000,5/11/2022,147601.83,31680.14,retirement plan,hourly,RUB
540,Marketing Assistant,463,2/29/2012,3/17/2008,61721.07,40443.89,retirement plan,salary,XPF
306,Systems Administrator III,401,8/4/2008,7/3/2002,91290.14,20865.38,health insurance,salary,PLN
942,Civil Engineer,280,8/15/2009,6/13/2021,38045.72,48766.02,retirement plan,salary,CZK
428,VP Accounting,892,5/27/2000,11/11/2004,197331.35,39605.34,retirement plan,hourly,USD
215,Account Executive,863,12/6/2011,10/12/2014,159136.66,48254.51,health insurance,salary,KMF
437,Speech Pathologist,827,3/22/2022,1/19/2014,171200.81,16727.94,health insurance,hourly,IDR
796,Assistant Media Planner,655,2/27/2022,12/12/2007,170941.1,20045.41,health insurance,salary,TWD
524,Senior Financial Analyst,14,10/30/2014,7/8/2014,130511.73,13425.77,health insurance,hourly,MKD
10,Senior Cost Accountant,647,6/14/2006,10/27/2001,29122.64,46335.41,retirement plan,salary,XOF
655,General Manager,196,2/1/2008,7/12/2005,149784.75,29998.57,retirement plan,salary,CNY
962,Paralegal,110,5/26/2014,10/14/2014,69505.21,28247.18,retirement plan,hourly,AZN
511,Help Desk Technician,718,10/28/2014,1/21/2001,115384.98,11456.78,paid time off,salary,EUR
764,Social Worker,900,12/12/2001,7/1/2011,131587.78,17228.55,paid time off,hourly,CNY
374,Chemical Engineer,492,5/23/2010,3/13/2008,197116.94,2704.6,paid time off,salary,PHP
165,Account Coordinator,640,9/3/2001,5/3/2000,128616.75,39512.22,health insurance,hourly,EUR
37,Librarian,741,5/13/2014,10/2/2013,63001.76,33232.98,health insurance,salary,MNT
215,Analyst Programmer,770,9/7/2013,1/18/2014,161927.02,25448.9,retirement plan,salary,CNY
590,VP Product Management,747,3/19/2001,6/3/2018,136158.24,10739.57,health insurance,hourly,EUR
862,Account Representative IV,80,7/12/2021,10/18/2015,158690.51,17005.09,retirement plan,salary,IDR
323,Geological Engineer,171,9/17/2018,12/4/2005,192817.81,40684.87,retirement plan,hourly,RUB
118,VP Product Management,423,9/5/2010,10/30/2000,189623.41,1450.06,paid time off,salary,GBP
611,Engineer III,231,3/17/2022,1/29/2004,42485.63,28618.86,paid time off,salary,KWD
419,Librarian,433,8/16/2017,1/11/2014,156768.29,7577.19,health insurance,salary,EUR
585,Software Test Engineer I,414,9/15/2008,5/14/2002,51804.66,29716.46,health insurance,hourly,RUB
516,Safety Technician III,693,1/8/2009,5/18/2015,45291.91,39016.3,retirement plan,salary,BGN
65,Assistant Media Planner,735,2/5/2009,6/16/2006,69437.1,24474.33,retirement plan,hourly,RUB
988,Sales Associate,586,12/6/2006,1/10/2014,145806.64,31241.67,retirement plan,salary,CNY
47,Assistant Professor,762,11/11/2019,5/15/2016,64253.4,26344.09,paid time off,hourly,PHP
710,Account Representative II,113,11/2/2013,5/8/2020,38136.22,2067.09,paid time off,salary,IDR
602,Research Assistant IV,529,1/8/2006,3/28/2011,142186.7,24768.04,paid time off,hourly,IDR
507,Geologist III,444,3/6/2011,9/5/2004,70067.45,43489.51,paid time off,salary,EUR
676,Office Assistant IV,326,10/2/2010,4/23/2001,188838.0,10966.85,retirement plan,salary,CAD
929,Social Worker,117,10/25/2020,10/15/2010,183634.88,24558.65,health insurance,hourly,PHP
23,Software Test Engineer II,946,7/6/2010,3/16/2011,129751.53,9746.25,retirement plan,salary,CNY
732,Community Outreach Specialist,212,10/6/2004,5/14/2007,114818.33,26365.75,retirement plan,salary,EUR
800,VP Sales,948,5/4/2006,6/29/2010,94070.83,41332.58,paid time off,salary,SEK
105,Chemical Engineer,585,11/9/2014,2/16/2014,150233.41,27794.76,retirement plan,salary,CNY
97,Senior Quality Engineer,976,7/12/2002,4/25/2000,198457.48,36917.64,health insurance,salary,ZAR
721,Pharmacist,551,9/5/2000,11/2/2014,88763.71,21864.49,retirement plan,hourly,CAD
529,Financial Analyst,94,3/5/2022,11/10/2006,69304.05,7334.87,retirement plan,hourly,KES
54,Help Desk Operator,35,10/30/2004,9/15/2020,116550.14,40448.38,paid time off,hourly,CNY
412,Automation Specialist IV,593,10/26/2010,7/30/2017,32707.73,47210.78,health insurance,salary,LSL
739,Senior Financial Analyst,819,5/2/2020,1/8/2022,23451.63,46119.55,health insurance,salary,IDR
89,Office Assistant II,677,9/9/2022,8/18/2007,99453.86,28911.99,retirement plan,hourly,EUR
475,Business Systems Development Analyst,318,8/11/2013,3/13/2000,193369.1,28815.83,retirement plan,salary,EUR
137,Software Consultant,810,2/28/2002,4/23/2000,173465.74,31372.14,retirement plan,salary,CNY
961,Sales Representative,791,4/21/2004,6/11/2014,185465.29,47583.5,health insurance,hourly,AMD
707,Junior Executive,661,1/23/2019,6/15/2013,89088.84,7591.57,health insurance,hourly,PHP
628,Environmental Specialist,798,1/24/2018,5/25/2018,184410.06,12022.28,health insurance,salary,LYD
940,Occupational Therapist,373,10/5/2015,12/26/2002,139656.54,5267.87,health insurance,hourly,KGS
776,Payment Adjustment Coordinator,709,10/25/2022,4/20/2012,122199.35,13840.89,health insurance,hourly,UZS
684,Professor,311,7/26/2002,5/4/2009,115634.19,39982.67,retirement plan,hourly,AUD
340,Social Worker,128,2/6/2016,8/30/2021,99812.87,49193.18,paid time off,salary,EUR
261,Senior Sales Associate,873,8/28/2020,1/23/2018,82221.52,3837.77,health insurance,hourly,CNY
495,Recruiter,255,2/27/2010,3/16/2007,26177.24,12580.27,retirement plan,hourly,JPY
462,VP Sales,479,11/22/2018,4/24/2020,143336.61,34322.88,paid time off,salary,UAH
389,Office Assistant II,279,10/28/2019,6/16/2015,108641.93,19440.02,retirement plan,salary,PHP
58,Technical Writer,866,11/15/2019,12/20/2012,130806.15,35966.32,retirement plan,hourly,PHP
181,Mechanical Systems Engineer,576,12/16/2015,2/19/2007,186031.22,10963.24,paid time off,salary,CAD
256,General Manager,571,4/19/2013,2/10/2022,30353.95,4787.31,paid time off,hourly,EUR
183,Account Executive,706,5/6/2003,10/20/2017,146877.26,47500.7,health insurance,salary,SEK
444,Software Test Engineer III,54,1/2/2016,12/27/2015,23585.25,33481.9,retirement plan,salary,BRL
150,Account Coordinator,554,10/29/2021,1/8/2013,87590.9,49637.65,health insurance,hourly,CNY
532,General Manager,434,1/6/2000,9/7/2016,39296.77,19636.25,retirement plan,hourly,CNY
360,Librarian,919,6/12/2009,5/10/2016,98163.85,23749.68,health insurance,hourly,CNY
459,Database Administrator I,209,6/21/2013,6/7/2015,131354.9,42732.21,health insurance,hourly,SEK
160,Budget/Accounting Analyst IV,609,4/20/2008,8/14/2003,69728.15,5682.11,retirement plan,hourly,ETB
698,Staff Scientist,537,11/22/2006,4/26/2010,191577.26,33478.29,health insurance,salary,CNY
701,Account Representative I,846,8/16/2021,6/13/2001,128619.8,16030.2,retirement plan,salary,IDR
312,Technical Writer,191,12/6/2000,12/30/2011,71103.97,35098.99,health insurance,hourly,NZD
562,Safety Technician III,733,10/11/2008,8/25/2009,109904.85,27399.15,paid time off,hourly,XAF
649,Media Manager I,129,1/8/2021,4/22/2022,92601.11,28785.47,paid time off,hourly,PKR
661,Assistant Manager,211,6/17/2015,5/27/2020,181483.09,31585.52,paid time off,hourly,EUR
61,Associate Professor,457,5/31/2004,6/26/2018,66432.08,33161.6,paid time off,hourly,EUR
939,Programmer Analyst I,335,3/31/2018,2/12/2006,143893.82,38136.59,paid time off,salary,IDR
664,Research Nurse,104,6/18/2004,6/13/2002,34576.55,28848.01,health insurance,salary,PLN
622,Pharmacist,980,7/3/2009,11/19/2022,100531.17,21006.97,paid time off,salary,RUB
635,Geological Engineer,699,9/9/2003,4/1/2014,168155.18,15784.69,health insurance,salary,CNY
302,Budget/Accounting Analyst IV,743,8/16/2004,1/5/2017,70493.48,13014.8,paid time off,salary,ARS
129,Junior Executive,365,9/20/2004,5/17/2008,102533.9,4311.37,health insurance,hourly,EUR
38,Office Assistant II,719,2/21/2018,8/11/2016,66252.05,41049.53,retirement plan,salary,ALL
150,Programmer III,85,10/30/2019,12/22/2014,151455.47,9248.08,health insurance,salary,CNY
902,Web Developer IV,314,7/28/2004,12/28/2012,36802.51,29624.29,paid time off,salary,THB
48,Legal Assistant,982,12/22/2020,7/15/2002,31726.73,34351.12,paid time off,hourly,BGN
923,Marketing Manager,754,4/8/2020,8/2/2021,190389.75,15605.66,health insurance,hourly,NOK
487,Desktop Support Technician,379,7/14/2000,6/12/2017,67836.22,14771.52,retirement plan,hourly,PLN
707,Product Engineer,783,1/15/2012,8/27/2021,183532.87,7923.99,health insurance,hourly,CNY
686,Geologist III,679,2/26/2012,6/5/2009,144078.82,9227.36,paid time off,salary,CZK
87,Structural Engineer,51,7/9/2003,11/28/2022,194242.11,34224.99,retirement plan,salary,THB
356,Chief Design Engineer,699,5/28/2004,10/3/2019,102229.29,8046.54,retirement plan,hourly,EUR
570,Quality Control Specialist,139,1/27/2011,4/6/2005,117381.97,40406.03,health insurance,salary,CZK
759,Analog Circuit Design manager,162,5/19/2022,8/17/2010,110612.26,676.39,paid time off,hourly,RSD
411,Senior Financial Analyst,384,3/10/2011,4/8/2020,138083.5,38376.84,health insurance,salary,NGN
407,Senior Developer,92,11/12/2020,7/14/2009,138435.76,13580.79,paid time off,hourly,PLN
469,Nuclear Power Engineer,958,7/20/2003,1/19/2014,151563.81,44642.03,health insurance,salary,CNY
331,Compensation Analyst,483,11/6/2020,7/28/2022,114135.54,29734.44,health insurance,salary,CNY
946,Software Test Engineer III,573,10/11/2004,10/9/2014,68826.09,33936.42,health insurance,hourly,IDR
793,Financial Analyst,930,5/7/2004,9/11/2011,159949.73,23175.61,paid time off,salary,IDR
741,Nurse Practicioner,713,11/4/2003,2/1/2017,136978.48,32123.56,paid time off,salary,RSD
710,VP Accounting,236,6/16/2019,2/8/2016,69109.79,29315.7,paid time off,salary,IDR
932,Web Developer III,483,2/24/2002,8/15/2005,122150.15,10268.65,health insurance,salary,VND
461,Automation Specialist III,153,11/6/2015,5/30/2021,176637.96,46468.68,retirement plan,salary,GTQ
782,GIS Technical Architect,858,8/27/2008,8/17/2015,126331.92,11888.48,retirement plan,salary,RUB
173,Social Worker,345,3/10/2001,4/11/2005,123718.01,49575.18,health insurance,hourly,ARS
575,Senior Sales Associate,56,12/28/2003,7/29/2000,149411.28,8273.21,retirement plan,hourly,NAD
219,Web Designer II,182,12/2/2010,3/15/2006,125794.73,31805.34,health insurance,salary,CNY
712,Analyst Programmer,884,1/4/2006,1/12/2002,92176.82,945.08,retirement plan,hourly,CNY
521,Civil Engineer,480,11/28/2015,7/28/2022,135596.06,18845.17,paid time off,hourly,JPY
8,Marketing Assistant,665,3/15/2006,6/11/2013,141084.72,42039.63,health insurance,hourly,CNY
232,Senior Financial Analyst,550,3/28/2003,9/9/2014,127542.48,26401.12,paid time off,salary,HUF
167,Internal Auditor,170,2/26/2011,8/18/2018,86501.28,46368.36,paid time off,salary,XCD
776,Quality Control Specialist,172,6/15/2021,7/23/2005,128871.61,30202.74,retirement plan,hourly,IDR
978,Structural Engineer,14,2/21/2003,2/3/2016,152499.93,6292.14,paid time off,salary,USD
945,Teacher,650,2/2/2016,8/29/2003,114684.15,31616.64,health insurance,salary,IDR
945,VP Quality Control,431,6/30/2022,4/13/2000,115591.51,20876.08,retirement plan,salary,MXN
15,Software Test Engineer IV,180,11/19/2009,11/12/2017,165384.98,30570.26,paid time off,hourly,CNY
486,Financial Advisor,544,11/1/2021,5/17/2006,171294.45,11350.94,retirement plan,hourly,UZS
